actual_price,predicted_price,residual
215001.4389762084,312364.8044327403,-97363.36545653193
429982.5906544442,360473.5564894087,69509.03416503547
525024.3912403609,499907.4694483785,25116.92179198243
520008.2729758518,394686.50861626107,125321.76435959071
317489.49177642266,398307.9264081643,-80818.43463174166
336987.123700273,334159.6228617706,2827.5008385023684
403487.1823433095,493449.0345045833,-89961.85216127377
699975.0706260412,725268.287795369,-25293.217169327894
294990.9627184533,390959.63353105634,-95968.67081260303
522980.78373942134,412124.9160853468,110855.86765407457
607981.6624199718,472790.7909913273,135190.87142864446
449009.80324776605,402569.0542205629,46440.74902720313
345000.10487535974,551672.0226803388,-206671.91780497908
1338954.9773193793,1091706.938337598,247248.03898178134
1365047.7941260778,859660.928291429,505386.86583464884
297509.072707913,516941.1370651813,-219432.06435726827
465003.4016876277,501221.7340605893,-36218.332372961566
279987.4332796247,340041.8429831592,-60054.409703534504
225009.9719539956,289715.53908710286,-64705.56713310725
716475.978844287,807646.8312483508,-91170.8524040638
234990.41381084712,322050.46799496934,-87060.05418412221
279987.4332796247,379058.20533271687,-99070.7720530922
817004.5965839025,707609.8469133114,109394.74967059109
358004.2010175927,632215.4880149909,-274211.28699739825
915018.9001994401,742567.989050686,172450.91114875406
159995.3449931631,266272.8067272136,-106277.4617340505
229992.04491934925,336376.66755725094,-106384.62263790169
802991.9757181873,419739.5158958528,383252.45982233447
504993.0773774131,451943.340256805,53049.7371206081
484997.9775932012,711287.7100834938,-226289.73249029263
501019.34896005725,407760.60717680334,93258.7417832539
414985.9735637159,448000.1365035165,-33014.16293980065
309960.4538196224,395562.00801647455,-85601.55419685214
705033.0781109203,768466.9676073256,-63433.889496405376
1137450.599666993,734729.3787727279,402721.220894265
283991.6172550083,386510.7215976984,-102519.10434269009
594930.5767563671,559768.7327043453,35161.84405202186
774985.8111698879,417891.62334153696,357094.1878283509
590013.088774859,579420.6946706412,10592.394104217761
580009.6382169717,437499.94074538845,142509.6974715832
336987.123700273,392698.743736539,-55711.62003626599
600009.0395491241,585369.2974822694,14639.742066854727
667503.5582807431,465457.73887358385,202045.81940715923
320007.5921617715,406498.1013992201,-86490.50923744863
490019.2720364446,514318.42371242895,-24299.15167598432
649982.0330316388,593259.2972870689,56722.735744569916
514988.5776090478,441400.9415796459,73587.63602940191
234990.41381084712,263895.0282302948,-28904.614419447695
345000.10487535974,305642.2004541924,39357.90442116733
339999.6951587399,438077.00418135093,-98077.309022611
205993.52186088808,322919.6653293527,-116926.14346846464
305010.0482107029,412609.9478527257,-107599.89964202279
255505.70061967775,311328.9860773441,-55823.28545766635
424259.2559222888,508100.06346639205,-83840.80754410324
308939.2702017114,343692.78377824,-34753.51357652858
741996.6445726443,585747.1598695915,156249.4847030528
249995.9508216961,301399.05269583507,-51403.101874138956
727013.2631341007,686012.3420114655,41000.92112263525
579024.4594712008,409448.0741146072,169576.38535659364
242001.69276232485,302941.491480581,-60939.79871825615
482000.292558309,539367.0795267359,-57366.78696842695
344001.05389531027,334088.4993278818,9912.55456742848
574985.441311107,422561.6927204744,152423.74859063263
550014.5437275284,540665.5046475091,9349.039080019342
386002.83770990116,504429.15766580176,-118426.3199559006
517984.19023810886,503667.2470023837,14316.943235725164
465003.4016876277,592149.006349472,-127145.60466184426
182992.41813335533,324887.35846132366,-141894.94032796833
566028.6645589295,583218.3299671656,-17189.66540823609
334937.7591622761,364974.3280597449,-30036.568897468795
399992.0696425668,405602.2834264838,-5610.213783917017
347493.0695336338,609852.2679631583,-262359.1984295245
649982.0330316388,464369.7919379445,185612.24109369435
467988.9670769519,352353.17327436886,115635.79380258307
278006.5629144347,315641.3904874135,-37634.8275729788
348990.5069156994,345363.78741175885,3626.7195039405487
159995.3449931631,320345.2418116969,-160349.8968185338
261502.72942386364,357852.6791126686,-96349.94968880498
880020.0761491403,767019.9780404029,113000.09810873738
444986.8454834047,334483.43362325226,110503.41186015244
385000.53389145073,444115.14459328365,-59114.61070183292
484997.9775932012,402269.58481167635,82728.39278152486
320007.5921617715,326727.35568860255,-6719.763526831055
609991.3160106216,700015.9800645587,-90024.66405393707
504993.0773774131,478859.58855136746,26133.48882604565
272011.6023317929,447862.17761442665,-175850.57528263377
529982.8889462198,455418.954060361,74563.93488585879
495984.52221079497,313071.39370252646,182913.1285082685
784969.388136717,727033.8306490395,57935.55748767755
699975.0706260412,593387.5060471826,106587.56457885855
817249.7347317608,551555.3680928005,265694.3666389603
375007.010708327,396711.39652048517,-21704.385812158172
583500.1571314667,579758.4440395939,3741.713091872749
884962.0130840725,702482.466401025,182479.54668304755
370015.4350123861,594580.4287524282,-224564.99374004203
550014.5437275284,501026.35278814903,48988.19093937939
261006.34595158586,264158.45725765766,-3152.1113060718053
375007.010708327,415400.3316013894,-40393.320893062395
664971.8580362194,661661.3762858362,3310.481750383158
1387064.220561821,1393621.6173966262,-6557.396834805142
269008.9689904289,339482.86246074236,-70473.89347031346
360014.6485423943,630284.9615153269,-270270.3129729326
307459.9149975941,531757.6332876724,-224297.71829007834
713972.6962183607,537239.0348793818,176733.6613389789
240001.39144624295,371040.8089411523,-131039.41749490934
244996.69508820938,361418.47894206113,-116421.78385385175
248997.96432205703,367344.02501222334,-118346.06069016631
194891.83668786063,297294.7324995302,-102402.89581166956
438011.30520683737,523151.79556336504,-85140.49035652768
835010.8518699668,642999.481727787,192011.3701421799
379989.9180867694,276803.5711805714,103186.34690619801
590013.088774859,487340.6942424707,102672.39453238825
372502.86200234207,294463.37690758967,78039.4850947524
597016.4819797936,765123.2383630015,-168106.75638320786
320007.5921617715,395040.02295913495,-75032.43079736346
254995.19988933546,474860.9995191729,-219865.79962983742
460008.386582422,350848.6107547047,109159.77582771733
585019.2314809182,501021.2341101289,83997.99737078935
895018.7976523915,551546.3772342952,343472.42041809624
1504994.7984804926,1041934.2258924877,463060.57258800487
199007.93952075846,448050.7091591848,-249042.7696384263
246890.45124486738,366666.6601234133,-119776.20887854593
520008.2729758518,377615.21483070013,142393.05814515165
570004.7653278012,639927.9438680405,-69923.17854023923
570004.7653278012,460029.38124019885,109975.38408760238
429982.5906544442,428938.510722735,1044.0799317091587
394983.7879988166,328393.63112165773,66590.15687715885
494993.5444744353,331234.667175941,163758.87729849428
265003.9472127818,382918.1726448199,-117914.22543203807
689967.6559224206,659167.568306053,30800.0876163675
350004.04831045395,352015.30054557376,-2011.2522351198131
286015.1327169651,360086.86884370254,-74071.73612673744
379951.9209948471,521342.25774761115,-141390.33675276407
286989.23921085306,337355.32500070595,-50366.08578985289
318985.2045594549,460216.9122420673,-141231.70768261235
366406.99398978543,492498.9733518075,-126091.97936202207
850007.1158332613,706324.2557134695,143682.86011979182
585019.2314809182,334323.9582751161,250695.27320580214
985988.5293521361,781928.1316518526,204060.39770028344
810008.4834590409,1096631.195545052,-286622.7120860111
514988.5776090478,321281.44355355995,193707.13405548787
449998.7122159163,582001.9302421809,-132003.21802626463
850007.1158332613,717327.499734712,132679.61609854933
529982.8889462198,599708.2654204747,-69725.37647425488
333500.6188639126,491662.6115883924,-158161.99272447982
274992.74651726685,341307.8826767938,-66315.13615952694
500018.3116331437,643287.2006207032,-143268.88898755948
224403.26445342018,278408.7555394833,-54005.49108606309
520008.2729758518,512310.4912092646,7697.78176658717
210007.81010831188,299351.23276529415,-89343.42265698226
148999.76384597528,251630.9856647396,-102631.22181876432
965016.0381233898,1154234.3794941849,-189218.34137079504
295995.63897349196,358124.6852637734,-62129.04629028146
926991.8011402681,666944.8430750123,260046.95806525578
1500036.501335451,942941.1792655787,557095.3220698722
407501.54375022935,373652.74350093486,33848.800249294494
423496.2761494291,468362.07726660976,-44865.80111718067
414985.9735637159,416642.87687825167,-1656.903314535797
330017.18241123157,265693.1654484602,64324.01696277136
504993.0773774131,491321.107590116,13671.96978729713
437398.5184303797,440090.4029666675,-2691.8845362878055
479980.13662664936,340242.53131524904,139737.60531140032
790009.3027446414,489912.7065415709,300096.59620307054
349899.0628445677,431003.68587678234,-81104.62303221464
222993.96783296365,235469.97437930884,-12476.00654634519
534988.2162849667,452994.3483965358,81993.86788843089
884962.0130840725,616133.7389103454,268828.27417372714
1205011.89954595,687068.9643015498,517942.93524440005
164950.38323591813,366053.2807332735,-201102.89749735536
679967.308322311,689037.1224321411,-9069.81410983007
350004.04831045395,376897.05643719604,-26893.00812674209
865013.160284487,485428.97574690956,379584.1845375774
262000.05692127906,367225.5260868708,-105225.46916559176
401997.0382352448,384993.5359839423,17003.502251302532
369017.74083109625,358176.10534959065,10841.635481505597
574985.441311107,516186.30414905073,58799.137162056286
685017.7299170608,504957.20788716694,180060.52202989388
345000.10487535974,327976.25599903165,17023.84887632809
919973.367282293,645386.9870401109,274586.3802421822
721004.0258826709,547967.2385429617,173036.78733970923
335742.57517717173,454854.0151269137,-119111.439949742
770966.3446220226,570128.7455828682,200837.59903915436
297003.73694141285,354752.71429307666,-57748.97735166381
675021.6206943546,647439.6332788954,27581.98741545924
209002.18804354116,249943.77777340537,-40941.58972986421
255556.80687025626,333895.3202783815,-78338.51340812526
444986.8454834047,371613.020124055,73373.82535934972
563487.2580217449,360266.5428872606,203220.7151344843
285643.5546225249,320431.5050619626,-34787.9504394377
761008.6474109822,489933.2374066689,271075.4100043133
570004.7653278012,1104606.7267855909,-534601.9614577896
561013.3606518835,465140.3518969969,95873.00875488663
226749.2363124144,358721.3628049181,-131972.12649250368
979992.3063963796,694943.8911646582,285048.41523172136
720499.499669329,739387.3831646945,-18887.883495365502
1065015.594775346,905924.5110339567,159091.08374138945
320007.5921617715,412313.1720270011,-92305.5798652296
698995.7911827238,912540.2187581445,-213544.4275754207
289989.50162086176,320681.1531002159,-30691.65147935413
469488.9304329992,379420.40515960526,90068.52527339396
501019.34896005725,528472.5640932543,-27453.215133197024
350004.04831045395,557757.793867737,-207753.7455572831
823978.7337477448,731426.0695925485,92552.66415519628
325006.350135677,457993.5684599645,-132987.21832428745
549025.4080380053,390817.49358620204,158207.9144518033
225911.81432409553,374331.2602971653,-148419.44597306979
140000.3217775679,310922.5384667034,-170922.21668913547
200005.4709687925,146712.98515099284,53292.485817799665
812523.4058734743,841770.1595789924,-29246.753705518087
292611.1870234085,384083.6499250736,-91472.46290166513
749978.6361699108,754003.7369594524,-4025.1007895416114
352991.76251796697,521213.3177994405,-168221.55528147356
305010.0482107029,393875.96549402765,-88865.91728332476
1060021.766169926,1355866.3034635002,-295844.5372935743
234990.41381084712,278138.3374112285,-43147.923600381386
875018.2305176305,446333.89731607604,428684.33320155443
622998.879990552,629365.3879828112,-6366.507992259227
520008.2729758518,374994.1583242118,145014.11465164
714972.9580129466,661540.7386646523,53432.21934829431
520997.2279041777,418078.0259666807,102919.20193749695
465003.4016876277,366707.0850662282,98296.31662139954
496480.75480795134,510094.8594305645,-13614.104622613173
429982.5906544442,466830.3743322873,-36847.78367784311
344001.05389531027,348578.00810335315,-4576.95420804288
635012.5236729799,839493.9933724114,-204481.46969943144
419995.8041119478,386494.7794067221,33501.02470522566
367985.9363571447,679726.4080411937,-311740.47168404906
455021.52294948127,365785.85895850183,89235.66399097943
988950.9363288528,812339.1496062919,176611.78672256088
752984.5585514591,488575.59667404596,264408.96187741315
360014.6485423943,545033.9637789067,-185019.31523651246
187493.60178555534,226444.35222111575,-38950.75043556042
350004.04831045395,323583.1375020895,26420.910808364453
617972.971471256,522643.5871579839,95329.38431327208
624995.6695659152,286504.38046460034,338491.2891013149
299000.3431407227,429789.6420708798,-130789.29893015709
334937.7591622761,445590.6876803801,-110652.92851810402
529982.8889462198,466796.6136166176,63186.27532960224
434999.4301195662,444016.27005280636,-9016.839933240146
305254.1538785196,345406.3362734742,-40152.18239495461
527708.8552002106,438099.3513397775,89609.50386043306
749978.6361699108,755073.8781561326,-5095.241986221867
1484962.385101278,967255.4476491411,517706.937452137
266012.87796654284,339588.85636061203,-73575.97839406919
314991.2060133072,471278.56572166906,-156287.35970836185
835010.8518699668,628233.055038817,206777.79683114984
525024.3912403609,388031.5991763007,136992.79206406022
345000.10487535974,440949.2865666113,-95949.18169125158
150001.41404490612,130743.07240797508,19258.341636931043
705033.0781109203,592675.514800901,112357.56331001932
565010.729379228,487165.26123674354,77845.46814248443
669977.8961486298,653515.6508264507,16462.245322179166
730000.1364190738,806878.0888119778,-76877.95239290397
444986.8454834047,508390.5757425748,-63403.730259170115
1100967.6137853302,1043162.4569296981,57805.156855632085
1314937.9024401335,638588.4127676154,676349.4896725181
259990.4035777104,349549.11863423744,-89558.71505652703
504034.5014658831,534253.4949385157,-30218.993472632603
774985.8111698879,836258.4785498219,-61272.66737993399
242001.69276232485,447772.82004782406,-205771.1272854992
502022.39036503556,466069.2800565468,35953.11030848877
769964.7395583643,743439.0034804328,26525.736077931477
329489.5771161655,450163.85267943423,-120674.27556326875
215001.4389762084,245205.57952888345,-30204.14055267506
207005.3671143447,266517.18184783065,-59511.81473348595
619024.4189999338,847447.5871984661,-228423.1681985323
266012.87796654284,359029.3079664894,-93016.42999994656
512522.55562404904,464365.84915306646,48156.70647098258
539015.7121376827,471205.48968827626,67810.22244940646
305987.64368351887,470402.62089261995,-164414.97720910108
525024.3912403609,415652.36743853736,109372.02380182355
242510.43030458415,355307.3145727368,-112796.88426815264
565010.729379228,924468.9741299095,-359458.24475068157
479932.1410128075,433565.6909737248,46366.45003908267
303003.61042058334,295663.4443220427,7340.166098540649
237993.8233485912,240311.86412484472,-2318.0407762535324
385000.53389145073,416678.54301270173,-31678.009121251
269493.6211907361,237496.0879877225,31997.53320301362
365017.28952338774,373472.38901445735,-8455.099491069617
409994.9001727164,410139.31723006675,-144.4170573503361
352497.9198209906,345545.82122424565,6952.098596744938
409994.9001727164,356815.02895181894,53179.871220897476
510017.33789744286,401092.5872856333,108924.75061180955
1159964.5473660193,1387113.9966810348,-227149.44931501546
279009.19018718053,418199.93093115435,-139190.74074397382
470005.652401455,422887.33640648,47118.31599497498
309991.4514148582,315059.26442078454,-5067.81300592632
399992.0696425668,366688.5770477053,33303.492594861484
320007.5921617715,448624.6551322116,-128617.06297044014
248997.96432205703,401813.3000514625,-152815.33572940546
286989.23921085306,251532.7258907353,35456.51332011775
609991.3160106216,426093.422526958,183897.89348366362
730000.1364190738,736783.043207655,-6782.906788581167
343004.8959661516,306471.4846163355,36533.41134981613
370015.4350123861,387467.342433462,-17451.907421075855
465003.4016876277,392243.7456979961,72759.6559896316
365017.28952338774,398431.4496932293,-33414.16016984155
488991.31130171486,373634.2478820892,115357.06341962563
274992.74651726685,290091.6964835988,-15098.949966331944
283991.6172550083,344728.26176256017,-60736.64450755186
479884.15019828704,560005.707075562,-80121.55687727494
999989.4420914612,719989.5649698016,279999.8771216596
475014.21077960083,447671.8285967098,27342.382182891015
379989.9180867694,354002.8455978941,25987.072488875303
699975.0706260412,644708.5617398623,55266.50888617884
322997.54449718515,311110.63194639806,11886.912550787092
565010.729379228,478697.0607545654,86313.66862466256
259990.4035777104,374017.4529137225,-114027.04933601207
449998.7122159163,525047.178756612,-75048.46654069569
449998.7122159163,391692.5975599744,58306.1146559419
299988.67412229633,351008.42912348383,-51019.7550011875
490019.2720364446,557357.6273096025,-67338.35527315782
593029.8417087824,653233.9335417416,-60204.09183295921
254995.19988933546,429873.0729335985,-174877.87304426302
94996.94384380509,245096.55046891328,-150099.6066251082
905008.8485159902,885349.2046576599,19659.643858330324
855978.0394956605,848494.0891354092,7483.950360251241
220003.77845885692,318469.8892886924,-98466.11082983547
625683.5430635015,427648.63091353566,198034.91214996582
229992.04491934925,205248.27709445596,24743.767824893293
493017.52497023816,475362.86147906474,17654.663491173415
299898.6910182003,339811.71263368824,-39913.02161548793
262997.5511763468,349404.2202687111,-86406.66909236432
577001.416253871,477635.0107299313,99366.40552393976
348990.5069156994,274087.1349150777,74903.37200062169
699975.0706260412,506722.1650362708,193252.90558977035
499968.31230198784,391367.52304725914,108600.7892547287
352885.88087225216,319238.0403011576,33647.84057109454
480989.15401100524,427295.81897095375,53693.33504005149
360988.001528678,372838.2360838099,-11850.23455513193
213011.19457486182,356694.9050911854,-143683.7105163236
299988.67412229633,299284.904711457,703.7694108393043
225009.9719539956,252129.48485514504,-27119.51290114943
728978.851294484,508774.1059920362,220204.74530244782
179943.8253903205,290884.52468169556,-110940.69929137506
405996.57394940424,319630.2374001383,86366.33654926595
997991.4618535088,692188.4909446792,305802.9709088296
507017.0950235253,442899.26856347563,64117.82646004966
565010.729379228,465752.10422640643,99258.62515282154
649982.0330316388,569515.448701336,80466.58433030278
314991.2060133072,423317.5961186027,-108326.39010529552
342490.7743098424,299377.2000374822,43113.57427236019
248997.96432205703,390156.5791817531,-141158.61485969607
565010.729379228,455342.7080636405,109668.02131558745
749978.6361699108,887080.3795416269,-137101.74337171612
234990.41381084712,421018.8693675244,-186028.45555667728
205007.12220900704,249888.00953085566,-44880.887321848626
230015.0452738397,313919.95631852874,-83904.91104468904
314991.2060133072,484849.1323166154,-169857.92630330817
598570.7444986484,688342.5558951868,-89771.8113965384
424981.1100595267,424940.25084257766,40.85921694902936
291006.243136263,252465.88068961882,38540.36244664417
850007.1158332613,896688.3952883126,-46681.27945505129
784969.388136717,719315.0915517318,65654.29658498522
423496.2761494291,427166.21989083965,-3669.9437414105632
744002.7425265245,513002.72914124804,231000.01338527643
389999.2129395211,605275.8995789536,-215276.6866394325
1285039.4805462684,765475.215038313,519564.26550795545
695022.8488154652,637969.6352204267,57053.21359503851
590013.088774859,430060.0191940727,159953.06958078628
388015.28028197825,648370.2556297021,-260354.97534772387
795002.0720617075,839433.8855874899,-44431.81352578243
639984.9887611001,557521.6150525557,82463.37370854442
218490.9775526501,344658.284575302,-126167.30702265189
550014.5437275284,663310.2140743348,-113295.67034680641
850007.1158332613,702639.3697766406,147367.74605662073
338811.7762963602,454103.8880790424,-115292.11178268219
370941.6308623357,398146.82752186625,-27205.19665953057
234990.41381084712,312962.7430334229,-77972.32922257579
200005.4709687925,365791.00410153175,-165785.53313273925
266012.87796654284,360912.93101770047,-94900.05305115762
432008.26543733146,392910.4752200759,39097.79021725553
585019.2314809182,699256.8625411907,-114237.63106027246
541988.4661341164,495050.626202284,46937.83993183239
170007.86845658242,233760.73565594753,-63752.86719936511
734981.0532709017,932232.1417364925,-197251.08846559084
343004.8959661516,380471.4941388644,-37466.59817271278
397519.79079473944,610592.8733813659,-213073.08258662646
164999.87577439836,342789.0803442522,-177789.2045698538
269898.1649544931,393845.04007269355,-123946.87511820043
774985.8111698879,768469.2232147219,6516.587955166004
394983.7879988166,525641.7973779237,-130658.00937910716
199007.93952075846,326579.4097268436,-127571.47020608513
490019.2720364446,401758.2617915765,88261.01024486811
270006.14581520704,443393.1782632936,-173387.03244808654
259990.4035777104,279439.14128142636,-19448.737703715946
698995.7911827238,675081.0718179713,23914.719364752527
333000.74293628917,239635.38512305156,93365.35781323761
500018.3116331437,458870.02082587546,41148.29080726823
282518.69376534194,342012.23030192946,-59493.53653658752
249995.9508216961,297696.45862857724,-47700.50780688113
357003.1913223102,420542.23393977154,-63539.04261746135
429982.5906544442,670114.6815717502,-240132.09091730602
321001.1549240765,376137.20350428694,-55136.04858021042
1457014.445968228,1123828.9406738773,333185.5052943507
299988.67412229633,333782.780405353,-33794.106283056666
426002.28964901064,365537.48836036416,60464.80128864647
502977.1396313113,360143.3877155029,142833.75191580842
544977.615322981,485310.60925038584,59667.00607259519
409994.9001727164,470256.01610643195,-60261.11593371554
248003.96179515906,381251.5510395436,-133247.58924438452
605009.8391871555,557934.5327639162,47075.30642323929
169007.7752088714,235881.99625559803,-66874.22104672663
620015.6508443463,524193.3887112487,95822.26213309757
1599977.3006250064,1434118.3126657498,165858.98795925663
279987.4332796247,287537.2749866823,-7549.841707057611
609991.3160106216,637600.3956780863,-27609.079667464714
869957.8141740499,932114.9036786179,-62157.08950456802
375494.8368405318,429636.87422560574,-54142.037385073956
525024.3912403609,481619.90385487356,43404.48738548736
675021.6206943546,603633.8068337612,71387.81386059348
594930.5767563671,671585.127064415,-76654.55030804791
409994.9001727164,343753.0290255532,66241.87114716321
500018.3116331437,459155.67638821236,40862.63524493133
449998.7122159163,415169.6283455111,34829.083870405215
607495.4715922972,453243.98830098053,154251.48329131666
580357.7484225205,508422.92592774134,71934.82249477913
554987.0171874947,633202.5034304436,-78215.48624294891
519021.19527795695,523409.31725888496,-4388.121980928001
1185055.3022170255,710996.5171132425,474058.785103783
294990.9627184533,629263.4217195204,-334272.45900106704
274992.74651726685,391560.7291475519,-116567.98263028503
535898.4697488769,462529.4939706244,73368.97577825247
488014.30601007206,546531.9554692162,-58517.64945914416
239905.4100872158,355871.17479628447,-115965.76470906867
685017.7299170608,707716.3630842846,-22698.633167223772
669977.8961486298,523295.4020837284,146682.49406490143
504993.0773774131,441825.19207541924,63167.88530199387
449998.7122159163,259231.7052239851,190767.0069919312
225009.9719539956,422798.9799366945,-197789.00798269888
574008.7964442238,385098.65485193086,188910.141592293
365017.28952338774,495530.60656656075,-130513.31704317301
429982.5906544442,461024.85609422985,-31042.265439785668
607009.669561745,598277.3001403967,8732.369421348325
508998.32257664023,407066.2356203231,101932.08695631713
624995.6695659152,770315.5162039311,-145319.84663801582
514988.5776090478,647472.8895185292,-132484.31190948136
730000.1364190738,505190.0096762993,224810.1267427745
1319944.17235804,1343293.037551638,-23348.865193597972
458997.4805363234,666828.6357689621,-207831.1552326387
749978.6361699108,334190.932403124,415787.7037667868
617478.7907927068,331750.8269603583,285727.96383234847
305987.64368351887,299614.7431260196,6372.9005574992625
320007.5921617715,280155.84977218724,39851.74238958425
1037993.4162900057,442897.97924341063,595095.437046595
574008.7964442238,546038.4008992708,27970.395544953062
274992.74651726685,387059.5988685693,-112066.85235130246
570004.7653278012,557387.6519873897,12617.113340411568
190003.9233234075,337603.1047806914,-147599.18145728388
539986.8141491429,433727.1311499196,106259.68299922335
455021.52294948127,408337.39508127066,46684.127868210606
463981.51868737454,579184.2225671236,-115202.70387974905
1024996.7501866395,904263.2347134636,120733.51547317591
240001.39144624295,306646.7857552137,-66645.39430897075
685977.4263697101,524582.2483785677,161395.17799114238
234005.52378967372,352027.50730545144,-118021.98351577771
574985.441311107,647419.3567456518,-72433.91543454479
412462.2642639386,506427.622257505,-93965.35799356643
449998.7122159163,341380.3903611317,108618.32185478462
484997.9775932012,345413.15876061365,139584.81883258757
589482.3158785922,411510.5666604166,177971.7492181756
344001.05389531027,377772.48345332465,-33771.42955801438
465003.4016876277,481743.1329672461,-16739.731279618398
455021.52294948127,327644.51098871353,127377.01196076773
520008.2729758518,489128.1041849732,30880.168790878553
182992.41813335533,265674.27541475266,-82681.85728139733
534988.2162849667,411732.9401483087,123255.27613665798
1340026.569881108,1287706.868598002,52319.70128310588
860010.6053878575,967804.7759496695,-107794.170561812
293549.04259048734,322483.22914646554,-28934.1865559782
309991.4514148582,216424.72211041523,93566.729304443
309991.4514148582,348582.8672016694,-38591.41578681115
320007.5921617715,460273.8574261547,-140266.26526438323
220003.77845885692,308373.9076349035,-88370.12917604658
676982.0246061244,675215.8475016616,1766.177104462753
278507.4253686569,376258.79544639116,-97751.37007773423
669977.8961486298,636654.545673447,33323.35047518287
414985.9735637159,392685.91582341463,22300.057740301243
589010.918609937,631038.2007500206,-42027.28214008361
236996.34546038418,315575.51689956273,-78579.17143917855
330017.18241123157,391905.3322511677,-61888.149839936115
780039.6260472154,775748.229522119,4291.396525096381
1002993.9148735545,756263.4103467603,246730.5045267942
259990.4035777104,445297.9361467505,-185307.5325690401
662714.7929039261,657707.5210126092,5007.271891316865
209002.18804354116,242972.91286536233,-33970.724821821175
189946.9306957322,249310.02741049216,-59363.096714759944
414985.9735637159,649539.1459616602,-234553.17239794432
301492.3736089186,271952.59643445426,29539.77717446437
394983.7879988166,543676.9428180909,-148693.15481927432
242995.9365095631,460938.17167136015,-217942.23516179706
