price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,house_age,renovated_bool,log_price,log_sqft_living,log_sqft_above,log_sqft_lot,log_sqft_lot15,living_lot_ratio,sale_month,grade_level,condition_level
785000.0,4,2.5,2290,13416.0,2.0,0,0,4,9,2290,0,2680,13685,33,0,13.5734,7.7363,7.7363,9.5042,9.5241,0.171,7,Mid,Good
450000.0,3,1.75,1250,5963.0,1.0,0,0,4,7,1250,0,970,5100,62,0,13.017,7.1309,7.1309,8.6933,8.537,0.21,4,Mid,Good
1350000.0,3,2.5,2753,65005.0,1.0,1,2,5,9,2165,588,2680,72513,62,0,14.1156,7.9204,7.6802,11.0822,11.1915,0.042,3,Mid,Good
228000.0,3,1.0,1190,9199.0,1.0,0,0,3,7,1190,0,1190,9364,59,0,12.3371,7.0817,7.0817,9.1269,9.1446,0.129,9,Mid,Average
345000.0,5,2.5,3150,9134.0,1.0,0,0,4,8,1640,1510,1990,9133,49,0,12.7513,8.0552,7.4025,9.1198,9.1196,0.345,2,Mid,Good
600000.0,3,1.75,1410,4080.0,1.0,0,0,4,7,1000,410,1410,4080,64,0,13.3047,7.2513,6.9078,8.3139,8.3139,0.346,12,Mid,Good
585000.0,2,1.75,1980,8550.0,1.0,0,0,3,7,990,990,1480,6738,34,0,13.2794,7.5909,6.8977,9.0537,8.8155,0.232,2,Mid,Average
920000.0,4,2.25,2730,6000.0,1.5,0,0,3,8,2130,600,2730,6000,88,0,13.7321,7.9121,7.6639,8.6995,8.6995,0.455,3,Mid,Average
885000.0,4,2.5,2830,5000.0,2.0,0,0,3,9,2830,0,1950,5000,19,0,13.6933,7.948,7.948,8.5172,8.5172,0.566,5,Mid,Average
292500.0,4,2.5,2250,4495.0,2.0,0,0,3,7,2250,0,2250,4500,6,0,12.5862,7.7187,7.7187,8.4107,8.4118,0.501,8,Mid,Average
301000.0,3,2.5,2420,4750.0,2.0,0,0,3,8,2420,0,2690,4750,12,0,12.6149,7.7915,7.7915,8.4659,8.4659,0.509,4,Mid,Average
951000.0,5,3.25,3250,14342.0,2.0,0,4,4,8,3250,0,2960,11044,46,0,13.7653,8.0864,8.0864,9.5709,9.3096,0.227,8,Mid,Good
430000.0,4,3.0,1850,9976.0,2.0,0,0,3,8,1850,0,2270,8542,24,0,12.9715,7.5229,7.5229,9.2079,9.0528,0.185,2,Mid,Average
650000.0,3,2.25,2150,21235.0,1.0,0,3,4,8,1590,560,2570,18900,55,0,13.3847,7.6732,7.3715,9.9634,9.8469,0.101,12,Mid,Good
289000.0,2,1.75,1260,8400.0,1.0,0,0,3,7,1260,0,1290,8750,60,0,12.5742,7.1389,7.1389,9.036,9.0768,0.15,8,Mid,Average
505000.0,3,1.75,2519,8690.0,2.0,0,0,5,8,2519,0,2500,9500,41,0,13.1323,7.8316,7.8316,9.0699,9.159,0.29,10,Mid,Good
549000.0,3,1.75,1540,1044.0,3.0,0,0,3,8,1540,0,1580,3090,0,0,13.2159,7.3395,7.3395,6.9508,8.0359,1.475,12,Mid,Average
425000.0,3,2.25,1660,6000.0,1.0,0,0,3,7,1110,550,1440,4080,35,0,12.9598,7.4146,7.0121,8.6995,8.3139,0.277,6,Mid,Average
317625.0,3,2.75,2770,3809.0,1.5,0,0,5,7,1770,1000,1440,4000,89,0,12.6686,7.9266,7.4787,8.2451,8.294,0.727,11,Mid,Good
975000.0,4,2.5,2720,11049.0,2.0,0,0,3,10,2720,0,2750,11049,25,0,13.7902,7.9084,7.9084,9.3101,9.3101,0.246,9,High,Average
287000.0,4,2.5,2240,4648.0,2.0,0,0,3,7,2240,0,2221,4557,9,0,12.5672,7.7142,7.7142,8.4442,8.4244,0.482,10,Mid,Average
204000.0,3,1.0,1000,12070.0,1.0,0,0,4,7,1000,0,1010,12635,46,0,12.2259,6.9078,6.9078,9.3985,9.4442,0.083,8,Mid,Good
1325000.0,5,2.25,3200,11049.0,1.0,0,0,3,8,1600,1600,3390,20158,49,0,14.0969,8.0709,7.3778,9.3101,9.9114,0.29,6,Mid,Average
1040000.0,5,3.25,4770,50094.0,1.0,0,0,4,11,3070,1700,3530,38917,41,0,13.8547,8.4701,8.0294,10.8217,10.5692,0.095,9,High,Good
325000.0,3,2.0,1260,5612.0,1.0,0,0,4,7,1260,0,1640,4745,43,0,12.6916,7.1389,7.1389,8.6327,8.4648,0.225,1,Mid,Good
571000.0,4,2.0,2750,7807.0,1.5,0,0,5,7,2250,500,1510,7807,98,0,13.2551,7.9194,7.7187,8.9628,8.9628,0.352,6,Mid,Good
360000.0,4,2.5,2380,5000.0,2.0,0,0,3,8,2380,0,2420,5000,9,0,12.7939,7.7749,7.7749,8.5172,8.5172,0.476,7,Mid,Average
349000.0,3,1.75,1790,50529.0,1.0,0,0,5,7,1090,700,1940,50529,50,0,12.7628,7.49,6.9939,10.8303,10.8303,0.035,3,Mid,Good
832500.0,4,4.0,3430,35102.0,2.0,0,0,4,10,2390,1040,3240,35020,28,0,13.6322,8.1403,7.779,10.466,10.4637,0.098,11,High,Good
380000.0,4,1.75,1760,7300.0,1.0,0,0,3,7,880,880,1680,7500,58,0,12.8479,7.4731,6.7799,8.8956,8.9227,0.241,10,Mid,Average
480000.0,3,1.0,1040,5060.0,1.0,0,0,3,7,1040,0,890,5060,74,0,13.0815,6.947,6.947,8.5291,8.5291,0.206,4,Mid,Average
410000.0,3,1.0,1410,5060.0,1.0,0,0,4,7,910,500,1130,5693,58,0,12.9239,7.2513,6.8134,8.5291,8.647,0.279,6,Mid,Good
720000.0,4,2.5,3450,39683.0,2.0,0,0,3,10,3450,0,3350,39750,13,0,13.487,8.1461,8.1461,10.5887,10.5904,0.087,3,High,Average
390000.0,3,2.5,2350,5100.0,2.0,0,0,3,8,2350,0,2350,5363,11,0,12.8739,7.7622,7.7622,8.537,8.5873,0.461,12,Mid,Average
360000.0,4,2.5,1900,5889.0,2.0,0,0,3,7,1900,0,1870,6405,22,0,12.7939,7.5496,7.5496,8.6808,8.7648,0.323,12,Mid,Average
355000.0,2,1.0,2020,6720.0,1.0,0,0,3,7,1010,1010,1720,6720,66,0,12.7799,7.6109,6.9177,8.8128,8.8128,0.301,10,Mid,Average
356000.0,3,1.5,1680,8712.0,1.0,0,0,3,8,1680,0,1850,8797,51,0,12.7827,7.4265,7.4265,9.0725,9.0822,0.193,1,Mid,Average
315000.0,3,1.0,960,6634.0,1.0,0,0,3,6,960,0,1570,7203,62,0,12.6603,6.8669,6.8669,8.8,8.8823,0.145,6,Low,Average
940000.0,3,1.5,2140,3600.0,2.0,0,0,3,9,1900,240,2020,4800,89,0,13.7536,7.6686,7.5496,8.1887,8.4764,0.594,11,Mid,Average
305000.0,5,2.25,2660,8400.0,1.5,0,0,5,7,2660,0,1590,8165,53,0,12.6281,7.8861,7.8861,9.036,9.0076,0.317,11,Mid,Good
461000.0,3,3.25,2770,6278.0,2.0,0,0,3,9,1980,790,1900,7349,8,0,13.0412,7.9266,7.5909,8.7448,8.9023,0.441,6,Mid,Average
215000.0,2,2.25,1610,2040.0,2.0,0,0,4,7,1610,0,1950,2025,35,0,12.2784,7.384,7.384,7.6207,7.6133,0.789,5,Mid,Good
335000.0,2,1.75,1030,1066.0,2.0,0,0,3,7,765,265,1030,1106,8,0,12.7219,6.9373,6.6399,6.9717,7.0085,0.966,9,Mid,Average
243500.0,4,2.5,1980,7403.0,2.0,0,0,3,7,1980,0,1980,7510,26,0,12.4029,7.5909,7.5909,8.9096,8.924,0.267,5,Mid,Average
1099880.0,5,2.75,3520,6353.0,2.0,0,0,4,10,3520,0,2520,6250,14,0,13.9107,8.1662,8.1662,8.7567,8.7403,0.554,3,High,Good
153000.0,3,1.0,1200,10500.0,1.0,0,0,3,7,1200,0,1350,10500,53,0,11.9382,7.0901,7.0901,9.2591,9.2591,0.114,2,Mid,Average
430000.0,3,1.5,1580,5000.0,1.0,0,0,3,8,1290,290,1570,4500,75,0,12.9715,7.3652,7.1624,8.5172,8.4118,0.316,7,Mid,Average
700000.0,3,1.5,1580,5000.0,1.0,0,0,3,8,1290,290,1570,4500,75,0,13.4588,7.3652,7.1624,8.5172,8.4118,0.316,12,Mid,Average
905000.0,4,2.5,3300,11843.0,1.0,0,0,3,7,2390,910,1950,6045,68,1,13.7157,8.1017,7.779,9.3795,8.707,0.279,9,Mid,Average
247500.0,3,1.75,1960,15681.0,1.0,0,0,3,7,1960,0,1750,15616,48,0,12.4192,7.5807,7.5807,9.6602,9.6561,0.125,3,Mid,Average
199000.0,4,1.5,1160,6400.0,1.0,0,0,4,7,1160,0,1160,6400,39,0,12.2011,7.0562,7.0562,8.7641,8.7641,0.181,9,Mid,Good
314000.0,3,1.75,1810,41800.0,1.0,0,0,5,7,1210,600,1650,135036,34,0,12.6571,7.5011,7.0984,10.6407,11.8133,0.043,7,Mid,Good
437500.0,3,2.5,2320,36847.0,2.0,0,2,3,9,2320,0,2550,35065,22,0,12.9888,7.7493,7.7493,10.5145,10.465,0.063,5,Mid,Average
850830.0,3,2.5,2070,13241.0,1.5,0,0,5,9,1270,800,2200,4500,104,0,13.654,7.6353,7.1468,9.4911,8.4118,0.156,6,Mid,Good
555000.0,3,2.0,1980,3478.0,1.5,0,0,4,7,1440,540,1610,3478,85,0,13.2267,7.5909,7.2724,8.1542,8.1542,0.569,10,Mid,Good
699950.0,3,2.25,2190,38106.0,2.0,0,0,4,8,2190,0,2570,47777,31,0,13.4588,7.6917,7.6917,10.5481,10.7743,0.057,12,Mid,Good
1088000.0,3,2.5,2920,8113.0,2.0,0,0,3,8,2920,0,2370,8113,64,1,13.8999,7.9793,7.9793,9.0012,9.0012,0.36,10,Mid,Average
290000.0,3,1.0,1210,33919.0,1.0,0,0,3,7,1210,0,1640,14910,60,0,12.5776,7.0984,7.0984,10.4317,9.6098,0.036,9,Mid,Average
375000.0,3,2.5,2340,10005.0,1.0,0,0,4,8,1460,880,2250,8162,37,0,12.8347,7.7579,7.2862,9.2108,9.0072,0.234,4,Mid,Good
460000.0,3,1.0,1670,4005.0,1.5,0,0,4,7,1170,500,1240,4005,75,0,13.039,7.4206,7.0648,8.2953,8.2953,0.417,5,Mid,Good
188500.0,2,1.75,1240,2493.0,1.0,0,0,4,8,1240,0,1270,4966,29,0,12.1469,7.1229,7.1229,7.8212,8.5104,0.497,7,Mid,Good
680000.0,4,2.5,3140,28037.0,2.0,0,0,4,10,3140,0,2990,35001,24,0,13.4298,8.052,8.052,10.2413,10.4631,0.112,3,High,Good
470000.0,5,1.75,2030,12342.0,2.0,0,0,4,7,2030,0,2500,9433,72,0,13.0605,7.6158,7.6158,9.4208,9.152,0.164,8,Mid,Good
597750.0,4,2.5,2310,9624.0,2.0,0,0,3,8,2310,0,1940,9636,30,0,13.3009,7.745,7.745,9.172,9.1733,0.24,7,Mid,Average
570000.0,3,1.75,1260,3500.0,1.0,0,0,5,6,700,560,1380,3536,110,0,13.2534,7.1389,6.5511,8.1605,8.1708,0.36,3,Low,Good
272500.0,3,1.75,1540,12600.0,1.0,0,0,4,7,1160,380,1540,11656,34,0,12.5154,7.3395,7.0562,9.4415,9.3636,0.122,9,Mid,Good
329950.0,3,1.75,2080,5969.0,1.0,0,2,3,7,1080,1000,2090,5500,43,0,12.7067,7.6401,6.9847,8.6943,8.6125,0.348,11,Mid,Average
480000.0,4,2.5,3230,16171.0,2.0,0,3,3,9,2520,710,2640,8517,13,0,13.0815,8.0802,7.832,9.691,9.0498,0.2,10,Mid,Average
740500.0,3,3.5,4380,6350.0,2.0,0,0,3,8,2780,1600,1830,6350,114,1,13.5151,8.3848,7.9302,8.7562,8.7562,0.69,11,Mid,Average
518500.0,3,3.5,1590,1102.0,3.0,0,0,3,8,1590,0,1620,3166,4,0,13.1587,7.3715,7.3715,7.0049,8.0602,1.443,6,Mid,Average
205425.0,2,1.0,880,6780.0,1.0,0,0,4,6,880,0,1190,6780,69,0,12.2328,6.7799,6.7799,8.8217,8.8217,0.13,6,Low,Good
171800.0,4,2.0,1570,9600.0,1.0,0,0,3,6,1570,0,1880,9000,65,0,12.0541,7.3588,7.3588,9.1695,9.105,0.164,1,Low,Average
535000.0,4,1.0,1610,2982.0,1.5,0,0,4,7,1610,0,1610,4040,90,0,13.19,7.384,7.384,8.0003,8.304,0.54,5,Mid,Good
660000.0,3,2.5,2400,6474.0,1.0,0,2,3,8,1560,840,2340,10856,51,0,13.4,7.7832,7.3524,8.7755,9.2925,0.371,1,Mid,Average
391500.0,3,2.0,1450,8000.0,1.0,0,0,3,7,1450,0,1580,9104,27,0,12.8777,7.2793,7.2793,8.9872,9.1165,0.181,11,Mid,Average
395000.0,2,1.0,770,6000.0,1.0,0,0,3,6,770,0,1710,6000,62,0,12.8866,6.6464,6.6464,8.6995,8.6995,0.128,4,Low,Average
445000.0,4,1.75,2100,4400.0,1.5,0,0,5,7,1720,380,1850,4400,90,0,13.0058,7.6497,7.4501,8.3894,8.3894,0.477,11,Mid,Good
770000.0,3,2.25,2910,10204.0,2.0,0,0,3,9,2910,0,2700,13992,24,0,13.5541,7.9759,7.9759,9.2305,9.5462,0.285,6,Mid,Average
1450000.0,4,2.75,2750,17789.0,1.5,0,0,3,8,1980,770,3060,11275,101,1,14.1871,7.9194,7.5909,9.7863,9.3303,0.155,3,Mid,Average
445000.0,3,2.25,2100,8201.0,1.0,0,2,3,8,1620,480,2660,8712,47,0,13.0058,7.6497,7.3902,9.012,9.0725,0.256,7,Mid,Average
260000.0,4,2.25,2160,8811.0,1.0,0,0,3,8,1360,800,2090,8400,36,0,12.4684,7.6779,7.2152,9.0838,9.036,0.245,7,Mid,Average
822500.0,5,3.5,2320,4960.0,2.0,0,0,5,7,1720,600,1700,4960,88,0,13.6201,7.7493,7.4501,8.5092,8.5092,0.468,6,Mid,Good
430000.0,4,2.5,2070,4310.0,2.0,0,0,3,7,2070,0,1970,3748,11,0,12.9715,7.6353,7.6353,8.3687,8.229,0.48,4,Mid,Average
212000.0,2,1.75,1060,7875.0,1.0,0,0,4,7,1060,0,1420,7680,29,0,12.2643,6.966,6.966,8.9714,8.9464,0.135,1,Mid,Good
660500.0,4,2.25,2010,9603.0,1.0,0,0,3,8,1440,570,2060,9793,29,0,13.4008,7.6059,7.2724,9.1698,9.1894,0.209,4,Mid,Average
784000.0,3,3.5,3950,8621.0,1.5,0,0,3,9,2460,1490,2480,88500,25,0,13.5722,8.2815,7.8079,9.062,11.3908,0.458,6,Mid,Average
453246.0,3,2.5,2010,2287.0,2.0,0,0,3,8,1390,620,1690,1662,0,0,13.0242,7.6059,7.2371,7.735,7.4158,0.879,5,Mid,Average
675000.0,4,3.5,2140,2278.0,3.0,0,0,3,9,2140,0,1540,2285,10,0,13.4225,7.6686,7.6686,7.7311,7.7341,0.939,1,Mid,Average
199000.0,3,1.75,1320,17390.0,1.0,0,0,4,7,1320,0,1550,19265,58,0,12.2011,7.1854,7.1854,9.7637,9.866,0.076,8,Mid,Good
220000.0,4,1.75,2020,7840.0,1.0,0,0,3,7,1010,1010,1750,8140,46,0,12.3014,7.6109,6.9177,8.967,9.0045,0.258,8,Mid,Average
452000.0,4,2.25,2590,10002.0,1.0,0,0,4,8,1340,1250,1550,10436,46,0,13.0214,7.8594,7.2004,9.2105,9.253,0.259,5,Mid,Good
382500.0,2,1.0,1190,4440.0,1.0,0,0,3,6,1190,0,1060,5715,33,0,12.8545,7.0817,7.0817,8.3984,8.6508,0.268,7,Low,Average
519950.0,3,1.25,1170,1249.0,3.0,0,0,3,8,1170,0,1350,1310,0,0,13.1615,7.0648,7.0648,7.1301,7.1778,0.937,5,Mid,Average
665000.0,2,1.0,1110,3200.0,1.0,0,0,3,7,1110,0,1170,3600,89,0,13.4075,7.0121,7.0121,8.0709,8.1887,0.347,6,Mid,Average
527700.0,5,2.5,2820,9375.0,1.0,0,0,4,8,1550,1270,2820,9375,46,0,13.1763,7.9445,7.346,9.1458,9.1458,0.301,7,Mid,Good
205000.0,3,1.0,1610,8579.0,1.0,0,0,4,7,1010,600,1610,8579,53,0,12.2308,7.384,6.9177,9.0571,9.0571,0.188,5,Mid,Good
420000.0,3,1.0,1060,7296.0,1.0,0,0,4,7,940,120,1560,7940,92,0,12.948,6.966,6.8459,8.8951,8.9797,0.145,4,Mid,Good
500000.0,4,2.25,2030,8517.0,1.0,0,0,4,8,1380,650,2230,8824,54,0,13.1224,7.6158,7.2298,9.0498,9.0852,0.238,2,Mid,Good
921500.0,4,2.5,3670,315374.0,2.0,0,0,4,9,3670,0,2840,87991,20,0,13.7338,8.2079,8.2079,12.6615,11.385,0.012,12,Mid,Good
890000.0,4,1.0,2550,4000.0,2.0,0,0,3,8,2370,180,2200,4000,109,0,13.699,7.8438,7.7706,8.294,8.294,0.638,6,Mid,Average
430000.0,5,2.5,2420,10165.0,2.0,0,0,3,7,2420,0,1940,193842,7,0,12.9715,7.7915,7.7915,9.2267,12.1748,0.238,8,Mid,Average
258000.0,5,2.0,2260,12500.0,1.0,0,0,4,8,1130,1130,1360,18000,54,0,12.4607,7.7231,7.03,9.4335,9.7981,0.181,10,Mid,Good
511000.0,3,1.0,1430,3455.0,1.0,0,0,3,7,980,450,1450,4599,67,0,13.1441,7.2654,6.8876,8.1476,8.4336,0.414,11,Mid,Average
532170.0,3,2.0,1360,3090.0,2.0,0,0,3,8,1360,0,1500,3090,24,0,13.1847,7.2152,7.2152,8.0359,8.0359,0.44,8,Mid,Average
560000.0,3,1.0,1110,5000.0,1.5,0,0,3,7,1110,0,1420,5000,68,0,13.2357,7.0121,7.0121,8.5172,8.5172,0.222,4,Mid,Average
282950.0,3,1.0,1250,8200.0,1.0,0,0,4,7,1250,0,1680,8633,61,0,12.553,7.1309,7.1309,9.0119,9.0633,0.152,3,Mid,Good
350000.0,1,1.0,700,5100.0,1.0,0,0,3,7,700,0,1010,5100,72,0,12.7657,6.5511,6.5511,8.537,8.537,0.137,5,Mid,Average
215000.0,3,1.0,1180,7669.0,1.0,0,0,4,7,1180,0,1190,7669,47,0,12.2784,7.0733,7.0733,8.9449,8.9449,0.154,7,Mid,Good
650000.0,5,3.5,3960,25245.0,2.0,0,0,3,9,2500,1460,2640,13675,18,0,13.3847,8.284,7.824,10.1364,9.5233,0.157,11,Mid,Average
320000.0,4,2.75,2640,7500.0,1.0,0,0,3,8,1620,1020,1980,7875,47,0,12.6761,7.8785,7.3902,8.9227,8.9714,0.352,8,Mid,Average
247000.0,3,2.0,1270,10259.0,1.5,0,0,3,7,1270,0,1160,7198,98,1,12.4171,7.1468,7.1468,9.2359,8.8816,0.124,11,Mid,Average
320000.0,4,1.75,1760,11180.0,1.0,0,0,4,8,1760,0,1730,11180,46,0,12.6761,7.4731,7.4731,9.3219,9.3219,0.157,10,Mid,Good
255000.0,5,2.25,2060,8632.0,1.0,0,0,3,7,1030,1030,1010,11680,52,0,12.449,7.6305,6.9373,9.0632,9.3656,0.239,5,Mid,Average
438000.0,3,1.75,1780,8000.0,1.0,0,0,3,7,1780,0,1200,9660,53,0,12.99,7.4844,7.4844,8.9872,9.1757,0.222,3,Mid,Average
900000.0,3,2.5,3400,16603.0,2.0,0,0,3,10,3400,0,3400,12601,15,0,13.7102,8.1315,8.1315,9.7173,9.4415,0.205,3,High,Average
441000.0,3,2.75,1910,7280.0,1.0,0,0,3,7,1160,750,1710,8152,35,0,12.9968,7.5549,7.0562,8.8929,9.006,0.262,6,Mid,Average
420000.0,3,2.0,2020,10165.0,1.0,0,0,4,7,1010,1010,2110,36590,39,0,12.948,7.6109,6.9177,9.2267,10.5075,0.199,8,Mid,Good
370000.0,3,1.75,1580,7000.0,1.0,0,0,3,7,1180,400,1640,7500,38,0,12.8213,7.3652,7.0733,8.8537,8.9227,0.226,12,Mid,Average
